-298.542, -104.712, 1574.740, -278.191, -255.006, 1575.450, -437.323, -157.040, 1517.000, -426.403, -237.620, 1521.930, -416.683, -278.430, 1410.630, -443.615, -400.840, 1107.550, -350.440, -195.334, 1318.630, -340.095, -171.299, 1083.310, -329.373, -420.653, 1294.310, -542.695, -179.393, 1340.470, -692.140, -251.273, 1199.030, -752.313, -296.493, 1096.870, -645.960, -264.404, 981.373, -523.617, -95.265, 966.908, -543.091, -210.607, 870.572, -509.576, -158.419, 893.761, -265.316, -314.734, 1381.400, -133.107, -337.500, 1356.830, 44.714, -304.975, 1332.820, 126.031, -288.966, 1296.840, 295.118, -115.148, 1333.840, 339.423, -255.563, 1360.320, 354.706, -204.216, 1361.940, -454.660, -190.034, 887.580, -268.292, -395.793, 856.072, -531.521, -373.858, 897.547, -457.214, -452.014, 897.484, -335.498, -81.961, 562.676, -274.387, -64.362, 451.074, -389.936, -107.057, 237.292, -461.109, -164.471, 70.412, -511.401, -224.387, 43.091, -282.969, -124.871, 33.628, -383.233, -111.791, 34.204, -336.066, -462.158, 585.895, -435.490, -474.110, 339.380, -527.733, -552.519, 289.126, -772.981, -651.658, 121.062, -851.261, -640.364, 129.861, -637.238, -589.033, 34.975, -702.089, -660.485, 60.443
-291.382, -100.998, 1576.870, -271.234, -251.344, 1577.250, -430.550, -153.012, 1519.750, -419.756, -233.682, 1524.500, -411.024, -274.023, 1413.400, -439.685, -398.733, 1111.350, -344.854, -191.621, 1320.770, -334.742, -168.855, 1085.300, -325.166, -417.512, 1297.910, -536.663, -173.702, 1342.930, -686.568, -245.627, 1201.450, -746.835, -290.963, 1099.440, -640.078, -260.715, 983.822, -515.772, -92.740, 967.574, -537.096, -209.293, 873.061, -502.432, -156.812, 895.455, -260.375, -311.248, 1383.300, -128.389, -334.859, 1358.300, 49.485, -302.901, 1333.120, 130.436, -287.047, 1296.590, 299.815, -113.536, 1332.800, 344.270, -254.073, 1358.690, 359.687, -202.620, 1360.290, -447.230, -188.786, 890.792, -264.567, -396.713, 859.781, -527.011, -372.775, 900.665, -453.660, -451.913, 901.148, -332.355, -83.109, 562.591, -272.168, -65.721, 450.465, -388.988, -107.499, 237.161, -461.151, -164.379, 70.338, -511.757, -223.978, 43.154, -283.047, -125.078, 33.526, -383.270, -111.711, 34.176, -327.111, -458.732, 587.594, -419.436, -466.275, 338.299, -513.646, -545.338, 292.962, -764.755, -645.427, 133.839, -841.774, -632.801, 147.789, -637.821, -588.571, 34.890, -699.272, -657.279, 66.741
-284.111, -97.384, 1579.110, -264.175, -247.752, 1579.130, -423.573, -148.966, 1522.540, -412.862, -229.630, 1527.200, -405.335, -269.409, 1416.370, -436.093, -396.580, 1115.580, -339.032, -187.977, 1323.080, -329.570, -166.567, 1087.480, -321.309, -414.296, 1302.050, -530.315, -167.539, 1345.670, -680.818, -239.263, 1204.360, -741.565, -284.694, 1102.570, -634.174, -256.859, 986.627, -507.531, -90.241, 968.441, -530.870, -208.105, 875.895, -495.726, -155.298, 897.554, -255.583, -307.840, 1385.570, -123.869, -332.340, 1360.130, 54.045, -300.819, 1333.730, 134.566, -285.289, 1296.800, 304.573, -112.038, 1331.440, 348.878, -252.555, 1357.400, 364.521, -201.131, 1358.660, -439.999, -188.032, 894.211, -260.931, -398.103, 864.106, -522.683, -371.959, 904.229, -450.233, -451.942, 905.090, -329.127, -84.576, 562.871, -270.304, -67.378, 450.194, -388.054, -108.293, 237.231, -461.089, -164.278, 70.251, -511.975, -223.587, 43.139, -283.138, -125.271, 33.468, -383.341, -111.629, 34.134, -316.717, -455.242, 589.577, -399.930, -457.618, 337.882, -496.665, -537.014, 297.411, -753.842, -638.152, 149.021, -829.202, -623.468, 167.953, -637.498, -588.621, 35.193, -695.591, -653.838, 74.841
-276.459, -94.102, 1581.560, -257.351, -244.734, 1581.010, -416.420, -144.821, 1525.380, -405.973, -225.564, 1529.770, -399.661, -264.617, 1419.380, -433.004, -394.417, 1120.180, -333.178, -184.809, 1325.040, -323.551, -165.015, 1089.950, -317.758, -411.024, 1306.450, -523.619, -160.812, 1348.500, -675.107, -232.144, 1207.710, -736.149, -277.701, 1106.090, -628.470, -252.750, 989.959, -498.923, -88.417, 969.654, -524.417, -206.954, 878.865, -489.652, -153.801, 900.054, -251.113, -304.564, 1387.810, -119.531, -329.712, 1362.280, 58.073, -299.236, 1334.900, 138.883, -284.119, 1297.160, 309.096, -110.978, 1329.720, 353.933, -251.585, 1356.420, 369.233, -199.729, 1357.090, -433.340, -187.839, 897.576, -257.326, -399.986, 869.147, -518.415, -371.280, 908.081, -446.904, -452.167, 909.224, -326.013, -86.131, 563.616, -268.586, -69.470, 450.245, -387.048, -109.285, 237.377, -461.033, -164.224, 70.224, -512.185, -223.230, 43.196, -283.147, -125.446, 33.437, -383.356, -111.564, 34.111, -305.411, -452.385, 592.208, -378.948, -448.151, 337.771, -477.783, -527.845, 302.772, -738.482, -629.404, 165.253, -812.950, -613.947, 189.966, -635.711, -586.445, 34.925, -688.422, -648.533, 84.505
-268.741, -90.582, 1583.880, -249.995, -241.030, 1582.910, -408.952, -140.710, 1528.000, -398.802, -221.476, 1532.090, -393.915, -259.691, 1422.390, -430.681, -392.242, 1125.020, -326.618, -180.770, 1327.660, -318.296, -163.305, 1092.280, -314.280, -407.956, 1310.880, -516.287, -153.705, 1351.250, -669.192, -224.179, 1211.210, -730.895, -269.893, 1109.950, -622.775, -248.330, 993.467, -490.142, -86.473, 971.406, -517.796, -205.721, 881.881, -480.795, -153.419, 902.338, -246.226, -301.495, 1390.550, -115.329, -327.514, 1364.620, 62.355, -297.072, 1336.100, 142.214, -282.471, 1298.080, 313.630, -109.527, 1327.930, 357.603, -249.742, 1355.890, 373.757, -198.347, 1355.650, -426.965, -187.977, 900.954, -254.114, -402.304, 873.972, -514.312, -370.651, 912.103, -444.051, -452.641, 913.530, -322.706, -87.856, 564.701, -266.933, -71.522, 450.436, -386.342, -110.388, 237.678, -460.969, -164.213, 70.248, -512.449, -222.926, 43.257, -283.186, -125.622, 33.395, -383.388, -111.513, 34.059, -292.429, -449.155, 595.434, -355.683, -439.053, 339.542, -455.510, -517.660, 309.156, -720.704, -619.605, 182.012, -792.952, -603.404, 211.604, -631.602, -581.751, 35.385, -678.512, -639.042, 94.765
-260.829, -87.319, 1586.280, -242.875, -237.839, 1584.870, -401.378, -136.582, 1530.450, -391.664, -217.421, 1534.290, -388.146, -254.694, 1425.340, -427.256, -389.659, 1129.490, -319.803, -177.339, 1329.780, -312.579, -162.712, 1094.740, -311.309, -405.099, 1315.490, -508.711, -146.210, 1354.030, -663.296, -215.339, 1214.770, -725.553, -261.342, 1113.970, -617.307, -243.576, 997.275, -481.245, -85.108, 973.685, -510.958, -204.335, 884.765, -473.266, -152.705, 905.107, -242.031, -298.927, 1393.200, -111.480, -325.323, 1367.250, 66.348, -295.470, 1337.740, 146.188, -281.701, 1299.030, 318.015, -108.525, 1326.190, 362.052, -248.535, 1355.480, 378.341, -197.158, 1354.490, -420.808, -188.454, 904.365, -251.383, -405.086, 879.374, -510.334, -370.051, 916.101, -441.399, -453.292, 917.645, -319.298, -89.569, 566.107, -265.386, -73.813, 450.882, -385.751, -111.573, 238.099, -460.931, -164.274, 70.297, -512.553, -222.654, 43.297, -283.174, -125.744, 33.382, -383.415, -111.466, 34.048, -278.555, -447.424, 600.112, -330.566, -430.156, 342.500, -431.431, -507.020, 315.998, -701.997, -608.669, 198.393, -771.954, -592.425, 232.777, -625.689, -570.965, 35.648, -664.928, -627.342, 108.153
-252.784, -84.198, 1588.590, -235.628, -234.867, 1586.820, -393.577, -132.558, 1532.680, -384.474, -213.431, 1536.350, -382.216, -249.939, 1428.340, -425.360, -387.287, 1134.340, -312.925, -174.356, 1331.830, -306.419, -162.490, 1097.070, -308.496, -402.521, 1320.050, -500.439, -138.787, 1356.590, -657.328, -205.760, 1218.280, -720.356, -251.964, 1118.010, -611.960, -238.460, 1001.140, -472.017, -83.938, 976.317, -503.907, -202.750, 887.687, -465.666, -151.853, 908.040, -237.563, -296.638, 1395.830, -107.499, -323.361, 1369.960, 70.182, -294.191, 1339.410, 150.105, -280.940, 1300.230, 322.302, -107.585, 1324.860, 366.451, -247.390, 1355.310, 382.853, -196.071, 1353.590, -415.091, -189.178, 907.345, -248.544, -408.122, 885.175, -506.826, -369.424, 920.002, -439.309, -454.122, 921.741, -315.815, -91.240, 567.657, -263.670, -76.058, 451.276, -385.173, -112.906, 238.590, -460.931, -164.387, 70.417, -512.667, -222.484, 43.391, -283.175, -125.799, 33.393, -383.499, -111.376, 34.013, -264.903, -446.780, 606.118, -304.229, -422.241, 347.460, -405.995, -497.183, 323.422, -681.546, -595.965, 215.142, -749.661, -581.330, 252.625, -614.940, -549.336, 46.320, -647.045, -610.642, 123.368
-244.300, -81.274, 1590.830, -228.030, -231.973, 1588.830, -385.387, -128.682, 1534.740, -376.794, -209.576, 1538.320, -376.222, -245.467, 1431.330, -423.986, -384.936, 1139.280, -305.811, -171.879, 1333.900, -299.994, -162.748, 1099.300, -305.774, -400.253, 1324.500, -491.914, -131.494, 1359.030, -651.201, -195.574, 1221.770, -715.103, -241.984, 1121.970, -606.775, -232.975, 1005.050, -462.838, -82.797, 979.274, -496.823, -200.975, 890.518, -458.203, -150.878, 911.179, -232.614, -294.757, 1398.610, -103.487, -321.838, 1372.620, 74.211, -293.284, 1341.100, 154.177, -280.370, 1301.480, 326.569, -106.809, 1324.070, 370.696, -246.285, 1355.400, 386.832, -194.948, 1353.170, -408.680, -189.686, 910.597, -246.397, -411.388, 891.058, -503.473, -368.894, 923.688, -437.531, -455.129, 925.565, -312.299, -92.945, 569.139, -262.112, -78.325, 451.855, -384.750, -114.263, 239.186, -460.842, -164.574, 70.585, -512.716, -222.372, 43.531, -283.059, -125.774, 33.392, -383.550, -111.300, 33.963, -251.521, -446.801, 613.511, -277.628, -415.279, 354.493, -379.640, -488.271, 331.653, -659.219, -581.226, 231.061, -725.940, -568.727, 270.965, -595.480, -526.043, 64.219, -627.071, -590.590, 136.837
-235.639, -78.453, 1593.030, -220.342, -229.203, 1590.980, -376.883, -124.856, 1536.870, -368.836, -205.837, 1540.360, -369.751, -241.326, 1434.380, -424.222, -382.825, 1144.830, -298.475, -169.682, 1336.050, -293.454, -163.389, 1101.440, -303.082, -398.222, 1328.940, -483.061, -124.387, 1361.450, -644.679, -185.035, 1225.030, -709.578, -231.449, 1125.800, -601.508, -227.056, 1008.860, -453.710, -81.623, 982.440, -489.438, -198.966, 893.304, -450.641, -149.897, 914.325, -228.010, -293.291, 1401.300, -99.425, -320.854, 1375.230, 78.361, -292.793, 1342.680, 158.441, -280.028, 1302.710, 330.711, -105.878, 1323.910, 375.071, -245.310, 1355.610, 391.362, -193.796, 1352.760, -402.990, -190.253, 913.681, -244.347, -414.609, 897.278, -500.332, -368.355, 927.102, -436.057, -456.031, 928.773, -308.971, -94.680, 570.552, -260.677, -80.594, 452.372, -384.186, -115.694, 239.792, -460.699, -164.753, 70.750, -512.684, -222.373, 43.640, -283.017, -125.604, 33.410, -383.580, -111.138, 33.896, -238.313, -446.914, 622.146, -249.610, -409.038, 363.875, -352.036, -479.580, 341.346, -636.235, -564.906, 246.389, -701.625, -552.605, 287.625, -572.405, -506.247, 80.975, -605.986, -574.200, 150.094
-226.602, -75.855, 1595.180, -212.341, -226.674, 1593.290, -368.240, -121.304, 1539.150, -360.770, -202.393, 1542.750, -363.261, -237.585, 1437.510, -421.446, -379.899, 1149.120, -291.171, -168.070, 1338.340, -286.052, -164.403, 1103.810, -300.586, -396.444, 1333.350, -473.917, -117.502, 1363.840, -637.854, -174.276, 1228.120, -703.852, -220.506, 1129.540, -596.263, -220.744, 1012.510, -444.761, -80.294, 985.563, -482.076, -196.834, 896.028, -442.903, -148.776, 917.362, -222.424, -292.472, 1404.340, -94.786, -320.726, 1377.650, 82.642, -292.728, 1344.190, 162.698, -279.998, 1303.910, 334.750, -104.948, 1324.110, 379.611, -244.330, 1355.630, 396.169, -192.868, 1352.400, -398.208, -190.918, 916.337, -242.524, -417.719, 903.754, -497.446, -367.755, 930.310, -435.203, -456.879, 931.880, -305.916, -96.499, 571.835, -259.426, -82.884, 452.853, -384.082, -117.126, 240.467, -460.460, -165.023, 70.965, -512.605, -222.464, 43.774, -283.018, -125.378, 33.438, -383.619, -111.022, 33.919, -224.396, -447.159, 632.023, -220.062, -403.172, 375.562, -323.923, -471.051, 352.276, -611.656, -547.592, 261.009, -676.155, -533.629, 303.025, -547.763, -489.577, 96.100, -583.371, -556.860, 164.043
