9.37216, -2.1307, -117.3198, 10.502615, -3.9613175, -116.24559, 10.882296, -11.107526, -116.39281, 11.527284, -18.06464, -119.09525, 11.588174, -18.721767, -116.821236, 11.588813, -18.728819, -115.6316, 7.8616705, -3.8122027, -116.59839, 7.7316723, -11.234991, -116.214165, 7.777634, -18.123802, -119.202225, 7.2381396, -18.917757, -116.98975, 6.9709797, -19.162582, -115.83443, 9.498502, -0.09788877, -117.50294, 9.537188, 1.9513808, -117.545685, 9.47738, 4.0153623, -117.557274, 9.572816, 5.762138, -117.70407, 9.741477, 7.4657187, -117.259155, 9.728177, 9.058201, -116.48227, 12.790702, 5.372374, -117.3986, 14.2350445, 2.4534864, -113.62709, 12.348847, 5.3611026, -113.97812, 11.405749, 6.8149104, -114.15363, 11.450419, 7.4526014, -114.474495, 11.414791, 7.965942, -114.73478, 11.098944, 7.3718224, -114.683975, 6.3795223, 5.2229314, -118.4711, 6.3638144, -0.01377882, -118.238434, 5.8546414, -3.1699626, -116.9572, 5.6000543, -4.7480593, -116.31658, 5.3321824, -5.3100076, -116.31759, 5.173999, -5.7863207, -116.31509, 5.603655, -5.439778, -116.11455, 
9.37285, -2.1334, -117.3192, 10.50749, -3.9606924, -116.24374, 10.884166, -11.106895, -116.398766, 11.525169, -18.065933, -119.0972, 11.584778, -18.716543, -116.82128, 11.585572, -18.726809, -115.63166, 7.8661594, -3.8176014, -116.59614, 7.731591, -11.240268, -116.211136, 7.7784786, -18.125025, -119.20851, 7.2375417, -18.919907, -116.99673, 6.969726, -19.164114, -115.84142, 9.497526, -0.10061088, -117.503716, 9.53782, 1.9486761, -117.54408, 9.481452, 4.01278, -117.54944, 9.577981, 5.7597265, -117.69347, 9.743439, 7.465296, -117.25501, 9.726354, 9.0619955, -116.4869, 12.797432, 5.3637714, -117.394966, 14.22804, 2.4551845, -113.61029, 12.347959, 5.3656073, -113.97074, 11.407919, 6.8208184, -114.15097, 11.453055, 7.4574156, -114.47393, 11.417806, 7.9698787, -114.73599, 11.10181, 7.3759794, -114.68354, 6.383381, 5.228223, -118.452034, 6.3754425, -0.009014705, -118.23114, 5.875758, -3.166329, -116.94896, 5.625915, -4.744991, -116.30787, 5.3589816, -5.3073764, -116.311195, 5.2015486, -5.783943, -116.30986, 5.62827, -5.436415, -116.104805, 
9.36924, -2.1342, -117.3215, 10.501334, -3.9633367, -116.24649, 10.882963, -11.109206, -116.40472, 11.527225, -18.069448, -119.09927, 11.590311, -18.719316, -116.823235, 11.591187, -18.713898, -115.63358, 7.859956, -3.8152204, -116.59645, 7.7353153, -11.237937, -116.209076, 7.7843204, -18.118902, -119.21511, 7.240806, -18.915907, -117.00472, 6.971804, -19.158133, -115.84928, 9.495001, -0.10122981, -117.503265, 9.5356245, 1.9481003, -117.54103, 9.480239, 4.012232, -117.54594, 9.581964, 5.759194, -117.68615, 9.744068, 7.4660473, -117.25146, 9.720424, 9.065869, -116.49004, 12.79708, 5.361607, -117.39589, 14.203252, 2.464575, -113.59324, 12.325451, 5.3744097, -113.96995, 11.38655, 6.829327, -114.15831, 11.434771, 7.460513, -114.49129, 11.402051, 7.9682736, -114.762665, 11.087591, 7.373987, -114.70558, 6.381482, 5.2293215, -118.44395, 6.3795757, -0.007991681, -118.22471, 5.8948407, -3.1707082, -116.95013, 5.6524725, -4.7520714, -116.312836, 5.382927, -5.3132114, -116.3159, 5.223231, -5.7890205, -116.31359, 5.649347, -5.442335, -116.10587, 
9.37257, -2.1403, -117.326, 10.515237, -3.9627495, -116.250824, 10.891292, -11.108852, -116.411865, 11.532934, -18.069408, -119.10623, 11.595309, -18.717327, -116.82961, 11.5952835, -18.703592, -115.64004, 7.87231, -3.82627, -116.59375, 7.7413096, -11.249023, -116.2092, 7.785346, -18.12535, -119.2259, 7.241472, -18.919744, -117.014656, 6.97238, -19.163416, -115.85954, 9.4989805, -0.10707742, -117.50446, 9.541743, 1.9422705, -117.53874, 9.484255, 4.006343, -117.54422, 9.587506, 5.753445, -117.68154, 9.747651, 7.4603424, -117.2463, 9.720564, 9.060433, -116.485565, 12.799665, 5.3591385, -117.39334, 14.194577, 2.4669483, -113.58286, 12.310889, 5.372362, -113.96429, 11.369045, 6.825069, -114.15499, 11.42087, 7.4489393, -114.50096, 11.391108, 7.9505863, -114.78381, 11.0769415, 7.357021, -114.71824, 6.3845825, 5.2200327, -118.443665, 6.387601, -0.016977333, -118.217316, 5.9032865, -3.1903048, -116.96922, 5.6611285, -4.7769732, -116.34518, 5.3894553, -5.3370547, -116.35186, 5.227988, -5.8122697, -116.353096, 5.65686, -5.4692297, -116.145004, 
9.37326, -2.1464, -117.3317, 10.517716, -3.9668653, -116.255066, 10.891421, -11.113173, -116.41244, 11.534955, -18.0735, -119.10694, 11.593181, -18.71772, -116.82917, 11.592015, -18.71191, -115.63952, 7.8745008, -3.8324578, -116.59658, 7.744092, -11.255182, -116.211266, 7.7869787, -18.13057, -119.230125, 7.2396884, -18.924202, -117.019455, 6.969241, -19.16061, -115.863144, 9.501937, -0.113170795, -117.50845, 9.545302, 1.9362029, -117.54036, 9.48453, 4.000183, -117.54517, 9.588423, 5.7477255, -117.67627, 9.747728, 7.4545746, -117.240524, 9.719022, 9.055691, -116.48202, 12.797596, 5.3582087, -117.38985, 14.185077, 2.4652517, -113.57723, 12.303903, 5.372549, -113.9567, 11.363316, 6.8261976, -114.14644, 11.416169, 7.451938, -114.48886, 11.387174, 7.9558606, -114.76771, 11.067899, 7.3651266, -114.701256, 6.384007, 5.2092485, -118.447914, 6.3906837, -0.02786105, -118.22397, 5.9076867, -3.2058835, -116.98736, 5.6661873, -4.7948995, -116.36906, 5.392647, -5.3535786, -116.393456, 5.2296324, -5.827965, -116.41039, 5.6615634, -5.4939523, -116.1941, 
9.36894, -2.147, -117.335, 10.508641, -3.969976, -116.25757, 10.886327, -11.116323, -116.403206, 11.531128, -18.077, -119.096504, 11.588619, -18.719809, -116.81831, 11.587872, -18.722198, -115.628654, 7.865911, -3.8294709, -116.60038, 7.7478795, -11.252019, -116.207756, 7.78875, -18.130602, -119.21936, 7.239407, -18.923029, -117.008766, 6.9681396, -19.15485, -115.851715, 9.501484, -0.11397764, -117.51128, 9.544934, 1.9354048, -117.54249, 9.480895, 3.9992874, -117.54679, 9.5861025, 5.747092, -117.67326, 9.744741, 7.454691, -117.24023, 9.714196, 9.0584755, -116.48745, 12.791766, 5.362517, -117.39027, 14.163528, 2.4813697, -113.56305, 12.2922535, 5.392387, -113.962425, 11.356617, 6.8478956, -114.16212, 11.408002, 7.4807467, -114.49144, 11.37778, 7.990989, -114.758415, 11.0552225, 7.4012675, -114.69922, 6.378693, 5.203674, -118.45002, 6.384268, -0.034009233, -118.239876, 5.9106617, -3.2182736, -117.015755, 5.673858, -4.8104105, -116.403694, 5.3975854, -5.3678904, -116.42448, 5.232273, -5.8415675, -116.43878, 5.6670957, -5.5088396, -116.22633, 
9.36763, -2.1474, -117.3375, 10.509911, -3.9705048, -116.26302, 10.887183, -11.117261, -116.38823, 11.529888, -18.074192, -119.09169, 11.588377, -18.715622, -116.81313, 11.588493, -18.720804, -115.62349, 7.8664103, -3.8301961, -116.59993, 7.7558517, -11.253083, -116.21157, 7.790207, -18.136208, -119.21286, 7.242398, -18.922842, -116.99982, 6.97174, -19.159304, -115.84357, 9.502058, -0.11455733, -117.51442, 9.546549, 1.9348159, -117.54476, 9.480965, 3.998654, -117.54617, 9.586463, 5.7464137, -117.67301, 9.743447, 7.455113, -117.24373, 9.71055, 9.060767, -116.49504, 12.790946, 5.3641424, -117.390526, 14.149587, 2.4947171, -113.54985, 12.28222, 5.4054255, -113.96926, 11.3485365, 6.8607802, -114.17897, 11.399787, 7.496395, -114.502945, 11.369457, 8.00885, -114.76564, 11.0471115, 7.4185257, -114.71151, 6.377112, 5.2019625, -118.44515, 6.384426, -0.03637865, -118.25217, 5.914008, -3.2293987, -117.04982, 5.678798, -4.8259134, -116.44864, 5.403711, -5.38433, -116.45497, 5.239414, -5.8585706, -116.45719, 5.67408, -5.5197954, -116.25419, 
9.36475, -2.1501, -117.3463, 10.501869, -3.9794707, -116.27701, 10.885843, -11.126284, -116.37582, 11.533741, -18.077187, -119.093506, 11.591845, -18.71603, -116.81422, 11.591994, -18.72495, -115.62459, 7.858083, -3.8269365, -116.60627, 7.7636104, -11.250621, -116.22906, 7.7927885, -18.140001, -119.21602, 7.25028, -18.919436, -116.99913, 6.9819393, -19.16281, -115.84377, 9.501186, -0.11723559, -117.52142, 9.54488, 1.9322004, -117.54851, 9.478956, 3.9960256, -117.545204, 9.584905, 5.744082, -117.66751, 9.739759, 7.453821, -117.24161, 9.704224, 9.062073, -116.498634, 12.788676, 5.361698, -117.385666, 14.142512, 2.485236, -113.54856, 12.273724, 5.39676, -113.9558, 11.339329, 6.852522, -114.159424, 11.392519, 7.4848523, -114.48946, 11.363763, 7.994659, -114.75743, 11.040968, 7.4049735, -114.699165, 6.3751125, 5.2008786, -118.44215, 6.3902054, -0.037734576, -118.25716, 5.9173837, -3.230982, -117.05636, 5.6809726, -4.8276105, -116.455956, 5.4063067, -5.3859015, -116.476265, 5.242355, -5.8600655, -116.490074, 5.67596, -5.525792, -116.277565, 
9.35985, -2.1494, -117.3603, 10.47783, -3.992818, -116.29496, 10.875365, -11.139231, -116.36485, 11.536539, -18.085503, -119.09117, 11.592079, -18.721016, -116.81088, 11.591175, -18.736103, -115.62132, 7.8357816, -3.8120375, -116.62388, 7.7615647, -11.236099, -116.249565, 7.7956333, -18.134926, -119.214584, 7.2572403, -18.91198, -116.99585, 6.990621, -19.157854, -115.84063, 9.499238, -0.116399236, -117.53147, 9.539301, 1.933188, -117.55191, 9.473233, 3.9969704, -117.53894, 9.579469, 5.7456026, -117.65244, 9.732237, 7.456728, -117.231384, 9.6944685, 9.069, -116.49729, 12.782807, 5.362102, -117.37192, 14.135134, 2.4770498, -113.54073, 12.262647, 5.389093, -113.92672, 11.326403, 6.845114, -114.11971, 11.381107, 7.4712596, -114.4611, 11.353575, 7.976171, -114.73831, 11.029668, 7.388205, -114.669754, 6.369598, 5.205812, -118.43123, 6.3866715, -0.032660667, -118.24248, 5.9038277, -3.2304022, -117.05773, 5.6624055, -4.8292775, -116.465355, 5.3921056, -5.3895364, -116.489655, 5.2318864, -5.864843, -116.50744, 5.6645584, -5.529433, -116.294815, 
9.35943, -2.1452, -117.3683, 10.4704485, -3.994838, -116.306465, 10.869769, -11.141355, -116.35094, 11.534013, -18.083075, -119.08808, 11.589301, -18.7174, -116.80746, 11.588038, -18.730906, -115.617874, 7.8290834, -3.8033655, -116.63482, 7.7563376, -11.227675, -116.265175, 7.7972693, -18.133648, -119.21343, 7.256634, -18.9137, -116.9963, 6.9886923, -19.160006, -115.84147, 9.499517, -0.11195643, -117.53598, 9.538751, 1.9376861, -117.552, 9.474251, 4.001476, -117.53351, 9.573512, 5.7511015, -117.63764, 9.7245455, 7.4635534, -117.22137, 9.688831, 9.080399, -116.4973, 12.784867, 5.363643, -117.36298, 14.134582, 2.4773803, -113.53179, 12.25974, 5.38841, -113.91398, 11.322319, 6.8439245, -114.105064, 11.374968, 7.4635324, -114.458496, 11.345786, 7.9627547, -114.74566, 11.024715, 7.3745394, -114.66669, 6.3714957, 5.2150555, -118.42242, 6.388179, -0.023990735, -118.25028, 5.9039955, -3.2234852, -117.07083, 5.661903, -4.8232374, -116.4811, 5.393683, -5.3845057, -116.50515, 5.2352357, -5.8604064, -116.52291, 5.667225, -5.5235343, -116.31122, 
